naics_code,federal_action_obligation,awarding_agency_name,awarding_sub_agency_name,award_description,funding_office_name,recipient_name,recipient_county_name,recipient_congressional_district,recipient_zip_4_code,implan_code,CewEmpRatio,CewWagesRatio,CewAvgRatio,SourceYear
237990,110500,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONTRACT NO. W912P720C0018 FY20 MOSS LANDING O&M  REFERENCE NO. R00004   NB004--SCOW DISPOSAL AT SF-14 VS SF-12 SEE PAGE 2.,W075 ENDIST SAN FRAN,"PACIFIC DREDGE AND CONSTRUCTION, LLC",SAN DIEGO,51,921132132,60,NA,NA,NA,NA
237990,117198,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,SITE 0521-41 FEDERAL FUNDING,US ARMY ENGINEER DISTRICT SACRAMENT,"ODIN CONSTRUCTION SOLUTIONS, INC.",PLACER,4,956773334,60,NA,NA,NA,NA
237990,117843,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONTRACT FOR FY 20 SUISUN O&M W12P720C008  REFERENCE NO. A00001 NB001 EMERGENCY DECLARATION MOBILIZATION,W075 ENDIST SAN FRAN,CURTIN MARITIME CORP.,LOS ANGELES,47,908134041,60,NA,NA,NA,NA
237990,120350,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55'). CLIN 6 ROCK REDESIGN,US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,121970.85,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C,US ARMY ENGINEER DISTRICT SACRAMENT,"GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC",PLACER,4,957655874,56,NA,NA,NA,NA
237990,123996.82,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55',US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,131764.92,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONVENTIONAL CUTOFF WALLS,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,132579.48,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55',US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,134269,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,R00005 VARIOUS UNFORSEEN PIPES SDGATE.,W075 ENDIST LOS ANGELES,RAL INVESTMENT CORPORATION,SAN DIEGO,52,921264333,60,NA,NA,NA,NA
237990,134662.67,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,TAINTER GATE STRUCTURAL STEEL. FITTINGS & GREASE FOR TRUNNION THRUST BLOCKS.,US ARMY ENGINEER DISTRICT SACRAMENT,"ABIDE INTERNATIONAL, INC.",SONOMA,5,954766638,60,NA,NA,NA,NA
237990,142821.56,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,NBPL-603 PREVENT RAIN WATER FROM SEEPING INTO 1ST FLOOR ROOMS.,NAVAL BASE POINT LOMA,"LEAD BUILDERS, INC.",VENTURA,26,913201211,60,NA,NA,NA,NA
237990,144348.05,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,SITE 0521-41 FEDERAL FUNDING,US ARMY ENGINEER DISTRICT SACRAMENT,"ODIN CONSTRUCTION SOLUTIONS, INC.",PLACER,4,956773334,60,NA,NA,NA,NA
237990,150767.67,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55',US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,150871.2,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55',US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,156608.69,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C,,"GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC",PLACER,4,957655874,56,NA,NA,NA,NA
237990,156810.99,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONVENTIONAL CUTOFF WALLS,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,174190,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DB P1910 MAGAZINES & INERT STORAGE,NAVFAC SOUTHWEST,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237990,176501.16,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,VEQ REACHES 2&3,,CURTIN MARITIME CORP.,LOS ANGELES,47,908134041,60,NA,NA,NA,NA
237990,179176.95,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONVENTIONAL CUTOFF WALLS,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,181745,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,SITE 0521-41 FEDERAL FUNDING. MOD A00009 TIME EXTENSION,US ARMY ENGINEER DISTRICT SACRAMENT,"ODIN CONSTRUCTION SOLUTIONS, INC.",PLACER,4,956773334,60,NA,NA,NA,NA
237990,198950,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,PL 84-99 SITE 561-34. ADD ADDITIONAL LEVEE FILL.,US ARMY ENGINEER DISTRICT SACRAMENT,"MCCULLOUGH CONSTRUCTION, INC.",HUMBOLDT,2,955219276,60,NA,NA,NA,NA
237990,205300.96,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55',US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,210000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C,,"GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC",PLACER,4,957655874,56,NA,NA,NA,NA
237990,215355,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,R00004 FINLIZE R00003 WN005,W075 ENDIST LOS ANGELES,RAL INVESTMENT CORPORATION,SAN DIEGO,52,921264333,60,NA,NA,NA,NA
237990,218478.06,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55',US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,220861,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,PL 84-99 SITE 0561-41 COLUSA BASIN,US ARMY ENGINEER DISTRICT SACRAMENT,"SUULUTAAQ, INC.",SOLANO,3,945851791,60,NA,NA,NA,NA
237990,233737.31,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF WALL. VEQ CLIN 0042.,US ARMY ENGINEER DISTRICT SACRAMENT,RAITO / GREAT LAKES E&I JOINT VENTURE,PLACER,4,957655874,60,NA,NA,NA,NA
237990,248267,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,PINE FLAT LANDSLIDE RISK REDUCTION. LOWER BARRIER REDESIGN IMPACT COSTS.,US ARMY ENGINEER DISTRICT SACRAMENT,"HOOKER CREEK, INC.",TEHAMA,1,960804554,60,NA,NA,NA,NA
237990,249189.71,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONVENTIONAL CUTOFF WALLS,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,267697.07,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55',US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,278960,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,ADDITIONAL FENCING,,"FASONE CONSTRUCTION, INC.",LOS ANGELES,38,906702534,60,NA,NA,NA,NA
237990,296562,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DB P1910 MAGAZINES & INERT STORAGE,NAVAL FAC ENGINEEERING CMD PACIFIC,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237990,306328,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DB P1910 MAGAZINES & INERT STORAGE,NAVAL FAC ENGINEEERING CMD PACIFIC,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237990,326064,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,PUMPING PLANT 4. DELAY BYPASS DECISION.,US ARMY ENGINEER DISTRICT SACRAMENT,"MALONEY CONSTRUCTION, INC.",MARIN,2,949454114,60,NA,NA,NA,NA
237990,345206.76,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,NB006 VEQ R1&R2,,"PACIFIC DREDGE AND CONSTRUCTION, LLC",SAN DIEGO,51,921132132,60,NA,NA,NA,NA
237990,345398,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,EXERCISE OPTIONS 1002 1003 & 1004,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,356256.75,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,NB007 VEQ R67 AND 8,,"PACIFIC DREDGE AND CONSTRUCTION, LLC",SAN DIEGO,51,921132132,60,NA,NA,NA,NA
237990,397812.95,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONVENTIONAL CUTOFF WALLS,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,420490.01,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X010 N63406-BA PDES - NEW CONCRETE SLAB  DTXBC9,NAVFAC SOUTHWEST,"LEAD BUILDERS, INC.",VENTURA,26,913201211,56,NA,NA,NA,NA
237990,428770,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C,,"GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC",PLACER,4,957655874,56,NA,NA,NA,NA
237990,466984,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C,US ARMY ENGINEER DISTRICT SACRAMENT,"GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC",PLACER,4,957655874,56,NA,NA,NA,NA
237990,498976.11,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CONVENTIONAL CUTOFF WALLS,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,499500,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CUTOFF: SB WALL AND SCCB WALL TO (-55'). CD0023 OPTION 1005 LATE AWARD COSTS.,US ARMY ENGINEER DISTRICT SACRAMENT,MALONEY ODIN JV,MARIN,2,949454114,60,NA,NA,NA,NA
237990,690601.3,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,REA FOR ADDITIONAL DEBRIS GRAVEL COBBLE AND BARGE TRAFFIC DELAYS.,W075 ENDIST SAN FRAN,"PACIFIC DREDGE AND CONSTRUCTION, LLC",SAN DIEGO,51,921132132,60,NA,NA,NA,NA
237990,758236,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,MOD TO ADD ADDITIONAL FILL,US ARMY ENGINEER DISTRICT SACRAMENT,"ODIN CONSTRUCTION SOLUTIONS, INC.",PLACER,4,956773334,60,NA,NA,NA,NA
237990,779631.4,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,SARM LSAR CHANNEL REACH 9 PHASE 5B,,RAL INVESTMENT CORPORATION,SAN DIEGO,52,921264333,60,NA,NA,NA,NA
237990,798403.85,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,EXERCISING OPTION CLIN 1002 PART 1 MOD PART 2 WILL BE NEGOTIATED,,"TEICHERT-ODIN, A JOINT VENTURE",SACRAMENTO,7,958645802,60,NA,NA,NA,NA
237990,999900,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,OVERRUN OF ROCK EXCAVATION AT MAIN DAM,US ARMY ENGINEER DISTRICT SACRAMENT,FLATIRON/DRAGADOS/SUKUT JOINT VENTURE,SOLANO,5,945101216,60,NA,NA,NA,NA
237990,1029761,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DB P1910 MAGAZINES & INERT STORAGE,NAVAL FAC ENGINEEERING CMD PACIFIC,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237990,1057632,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DB P1910 MAGAZINES & INERT STORAGE,NAVAL FAC ENGINEEERING CMD PACIFIC,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237990,1100000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C,,"GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC",PLACER,4,957655874,56,NA,NA,NA,NA
237990,1184300,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,CHANGING UPLAND DISPOSAL FOR REACH 1,W075 ENDIST SAN FRAN,CURTIN MARITIME CORP.,LOS ANGELES,47,908134041,60,NA,NA,NA,NA
237990,1999990.2,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,VEQ FOR ROCK EXCAVATION AT ES INVERT,US ARMY ENGINEER DISTRICT SACRAMENT,FLATIRON/DRAGADOS/SUKUT JOINT VENTURE,SOLANO,5,945101216,56,NA,NA,NA,NA
237990,2.00E+06,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,UNANTICIPATED CONTAMINATED JET GROUT SPOILS,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,2255223.02,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,OPTION EXERCISE CLINS 3021 3022 AND 3023,US ARMY ENGINEER DISTRICT SACRAMENT,JAMES FISHER JR EXCAVATING,GLENN,3,959889502,60,NA,NA,NA,NA
237990,4424525,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,NATOMAS REACH B (I-5 WINDOW),US ARMY ENGINEER DISTRICT SACRAMENT,"TSI ENGINEERING, INC.",SACRAMENTO,6,956605197,60,NA,NA,NA,NA
237990,4449888,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X004 N6247316D1852 X008 DBB PE20E10M,COMMANDING GENERAL,"BILBRO CONSTRUCTION COMPANY, INC.",SAN DIEGO,50,920251820,60,NA,NA,NA,NA
237990,4807062,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,PL 84-99 SITE 0412 - 028,US ARMY ENGINEER DISTRICT SACRAMENT,"SUULUTAAQ, INC.",SOLANO,3,945851791,60,NA,NA,NA,NA
237990,7621699,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,NATOMAS REACH D PUMPING PLANT 4,US ARMY ENGINEER DISTRICT SACRAMENT,SYBLON-REID CO.,SACRAMENTO,7,956303223,60,NA,NA,NA,NA
237990,10831303.46,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,STA 129+61 TO STA 195+50,US ARMY ENGINEER DISTRICT SACRAMENT,JAMES FISHER JR EXCAVATING,GLENN,3,959889502,60,NA,NA,NA,NA
237990,16245116,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DB P1910 MAGAZINES & INERT STORAGE,NAVAL FAC ENGINEEERING CMD PACIFIC,"REYES CONSTRUCTION, INC.",LOS ANGELES,35,917665463,60,NA,NA,NA,NA
237990,24495408,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,SEE ATTACHED CLIN SCHEDULE,W075 ENDIST LOS ANGELES,"EMPIRE EQUIPMENT SERVICE, INC.",RIVERSIDE,41,925093922,60,NA,NA,NA,NA
237990,29436020,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,LOWER NORCO BLUFFS TOE PROTECTION,,"C J W CONSTRUCTION, INC.",ORANGE,46,927013878,60,NA,NA,NA,NA
237990,29554401,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,SACRAMENTO RIVER EAST LEVEE CONTRACT 2,US ARMY ENGINEER DISTRICT SACRAMENT,"NORDIC INDUSTRIES, INC.",YUBA,3,959617404,60,NA,NA,NA,NA
237990,42378100,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,TULE RIVER BASIN PHASE 2,US ARMY ENGINEER DISTRICT SACRAMENT,"SHIMMICK CONSTRUCTION COMPANY, INC.",ORANGE,45,926181350,60,NA,NA,NA,NA
238110,256781.76,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,ESS SYSTEM,NAVAL AIR WARFARE CENTER,"MARTIN, KEVIN",KERN,23,935557755,60,NA,NA,NA,NA
238120,896100,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,FLYOVER BLOCKS,NAVAL SURFACE WARFARE CENTER,BRANDT GROUP,ORANGE,48,926607902,60,NA,NA,NA,NA
238150,19500,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",WINDOW TINTING,691-VA GREATER LA HLTHCR SYS(00691),"BLUE NOSE IT SOLUTIONS, INC.",SAN DIEGO,52,921236402,60,NA,NA,NA,NA
238160,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X001 OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,"B.C. SCHMIDT CONSTRUCTION, INC.",COLUSA,3,959875148,60,NA,NA,NA,NA
238160,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X001 OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,"BISHOP, INC.",ORANGE,46,928675416,60,NA,NA,NA,NA
238160,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X001 OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238160,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X001 OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,"J. DAVIS CONSTRUCTION MANAGEMENT, INC.",VENTURA,26,930308031,60,NA,NA,NA,NA
238160,-5000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,X001 OBLIGATE MINIMUM GUARANTEE,NAVFAC SOUTHWEST,SOUTHWEST CONSTRUCTION & PROPERTY MANAGEMENT,SAN MATEO,14,940661528,60,NA,NA,NA,NA
238160,-2500,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,ACI TEMP ROOFING CONTRACT - EDWOSB,W071 ENDIST OMAHA,"COLEMAN CONSTRUCTION, INC.",LOS ANGELES,37,900622104,60,NA,NA,NA,NA
238160,2000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MINIMUM GUARANTEE,NAVFAC SOUTHWEST,HEFFLER CONTRACTING GROUP,SAN DIEGO,53,920215464,60,NA,NA,NA,NA
238190,18067,DEPARTMENT OF HOMELAND SECURITY (DHS),U.S. COAST GUARD,FOCSLE SUNSHADE FOR DETAINEES,FORCE READINESS CMD (FORCECOM),ACME SUNSHADES ENTERPRISE INC.,ALAMEDA,15,945451311,56,NA,NA,NA,NA
238190,479827,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",COVID WESTERN SHELTER ARTIFICIAL GRASS,261-NETWORK CONTRACT OFFICE 21 (36C261),"SPANOS GROUP LLC, THE",PLACER,4,957479636,60,NA,NA,NA,NA
238210,-14200,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,WO#10217732 ASSESS LIQUIDATED DAMAGES ROADWAY LED LIGHTS AND MARQUEE SAN ONOFRE GATE CAMP PENDLETON CA,COMMANDING GENERAL,CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,51,919111624,60,NA,NA,NA,NA
238210,-12033,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",SIMPLICITY III AIO ECU,261P-NETWORK CONTRACT OFC21(00261P),"MARTINO CONSULTING SERVICES, LLC",SANTA CLARA,18,940433011,60,NA,NA,NA,NA
238210,-11381.69,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DEDUCTIVE MOD FOR MIRAMAR - LIGHTING AT B8117 B8402 B8457,COMMANDING OFFICER,DUWRIGHT CONSTRUCTION INC.,SAN DIEGO,53,921232839,60,NA,NA,NA,NA
238210,-8465.67,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,DEOBLIGATION OF EXCESS FUNDS,US ARMY ENGINEER DISTRICT SACRAMENT,CENTRAL COAST CCD LLC,MONTEREY,20,939505429,60,NA,NA,NA,NA
238210,-6697,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",SIMPLICITY III ECU,261P-NETWORK CONTRACT OFC21(00261P),"MARTINO CONSULTING SERVICES, LLC",SANTA CLARA,18,940433011,60,NA,NA,NA,NA
238210,-1200,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,RECAPTURE UN-LIQUIDATED FUNDS IN SUPPORT OF CONTRACT CLOSE-OUT.,COMMANDING GENERAL,CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,51,919111624,60,NA,NA,NA,NA
238210,-705,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",QUARTET ECU,261P-NETWORK CONTRACT OFC21(00261P),"MARTINO CONSULTING SERVICES, LLC",SANTA CLARA,18,940433011,60,NA,NA,NA,NA
238210,-674.21,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,FUNDING ONLY,W6CG USAG PRESIDIO,"JACOB CONSTRUCTION & DESIGN, INC",SAN LUIS OBISPO,24,934015702,60,NA,NA,NA,NA
238210,-568,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",SIMPLICITY III AIO ECU,261P-NETWORK CONTRACT OFC21(00261P),"MARTINO CONSULTING SERVICES, LLC",SANTA CLARA,18,940433011,60,NA,NA,NA,NA
238210,-500,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,REVERT FY16 FUNDS.,COMMANDING GENERAL,CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,51,919111624,60,NA,NA,NA,NA
238210,-100,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,REVERT FY16 FUNDS.,COMMANDING GENERAL,CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,51,919111624,60,NA,NA,NA,NA
238210,-80,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,REVERT FY17 FUNDS.,COMMANDING GENERAL,CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,51,919111624,60,NA,NA,NA,NA
238210,-0.01,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,DEDUCT $0.01 FOR TASK ORDER CLOSEOUT,NIWC PACIFIC,DUWRIGHT CONSTRUCTION INC.,SAN DIEGO,53,921232839,60,NA,NA,NA,NA
238210,2000,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,MINIMUM GUARANTEE,NAVFAC SOUTHWEST,BARKLEY ANDROSS CORP.,SAN BERNARDINO,8,923455013,60,NA,NA,NA,NA
238210,4500,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",NETWORK DROPS FOR ACCESS POINTS,600-VA LONG BEACH HLTCAR SYS(00600),"BLUE NOSE IT SOLUTIONS, INC.",SAN DIEGO,52,921236402,60,NA,NA,NA,NA
238210,7910,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,FINAL DENIAL BARRIERS (FDB) SYSTEM,NAVAL BASE POINT LOMA,POWER PRO PLUS INC.,SAN BERNARDINO,31,923768638,60,NA,NA,NA,NA
238210,8424,DEPARTMENT OF HOMELAND SECURITY (DHS),TRANSPORTATION SECURITY ADMINISTRATION,FUNDING FOR OY3 OF CONTRACT FOR LEASE OF 4 STRANDS OF SINGLE MODE FIBER AT SACRAMENTO INTERNATIONAL AIRPORT (SMF).  POP 02012020 - 01312021.,ACQUISITION PROGRAM MGMT,SACRAMENTO COUNTY AIRPORT SYSTEM,SACRAMENTO,6,958371104,56,NA,NA,NA,NA
238210,9710,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,PIER J POWER CONNECTION - MINING CABLE,NAVAL BASE CORONADO,POWER PRO PLUS INC.,SAN BERNARDINO,31,923768638,56,NA,NA,NA,NA
238210,11700.77,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,GDT FIBER DIVERSE PATH PER PWS,163 CF,"TWINS GENERAL CONTRACTORS, INC.",SAN DIEGO,50,920782454,56,NA,NA,NA,NA
238210,11780,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",ELECTRICAL,NATIONAL CEMETERY ADMIN (36C786),CARLOS FERNANDO OSUNA,FRESNO,22,936199589,60,NA,NA,NA,NA
238210,11782,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",VALB REQUESTING EMERGENCY VIDEO MANAGEMENT SYSTEM FOR PATIENT AND STAFF SAFETY FOR THE MENTAL HEALTH DEPT.,600-VA LONG BEACH HLTCAR SYS(00600),"HCI SYSTEMS, INC.",SAN BERNARDINO,35,917614555,60,NA,NA,NA,NA
238210,12102,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",ECU - QUARTET SIMPLICITY III AIO,261P-NETWORK CONTRACT OFC21(00261P),"MARTINO CONSULTING SERVICES, LLC",SANTA CLARA,18,940433011,60,NA,NA,NA,NA
238210,12253,DEPARTMENT OF VETERANS AFFAIRS (VA),"VETERANS AFFAIRS, DEPARTMENT OF",TEMP POWER DISCONNECTS,605-VA LOMA LINDA HLTHCR SYS(00605),"VETERAN ELECTRICAL POWER SYSTEMS, INC.",LOS ANGELES,29,913522517,60,NA,NA,NA,NA
