assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_funded_by_COVID-19_supplementals_for_overall_aw,obligated_amount_funded_by_COVID-19_supplementals_for_overall_a,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date
8900_DESC0021029_-NONE-_81.049_-NONE-,ASST_NON_DESC0021029_8900,DESC0021029,,,SAI EXEMPT,270015.00,270015.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-29,2020,2020-09-01,2021-08-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0006: FUSION ENERGY SCIENCES,067638957,GENERAL ATOMICS,859181984,GENERAL ATOMIC TECHNOLOGIES CORPORATION,USA,UNITED STATES,P.O BOX 85608,,66000,SAN DIEGO,073,SAN DIEGO,CA,CALIFORNIA,92186,5608,49,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA66000,SAN DIEGO,073,SAN DIEGO,CALIFORNIA,92121-1122,49,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),CONFINED FAST-ION DIAGNOSTICS FOR NSTX-U,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,R. S FORNEY,1529963.00,J.  QUINTENZ,732641.00,J. N BLUE,614185.00,R F KHAN,547279.00,M  PERRY,817083.00,https://www.usaspending.gov/award/ASST_NON_DESC0021029_8900/,2020-10-02 14:53:30.369858+00
8900_DENE0008951_-NONE-_81.121_-NONE-,ASST_NON_DENE0008951_8900,DENE0008951,,,SAI NOT KNOWN,650000.00,650000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-28,2020,2020-10-01,2023-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892432,IDAHO OPERATIONS OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892400,NUCLEAR ENERGY,089-X-0319-000,089-0319,"41.0: Grants, subsidies, and contributions",0041: FUEL CYCLE R&D,804355790,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,9500 GILMAN ST. NO. 0934,,39360,LA JOLLA,073,SAN DIEGO,CA,CALIFORNIA,92093,0934,49,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA39360,LA JOLLA,073,SAN DIEGO,CALIFORNIA,92093-0934,52,,81.121,"NUCLEAR ENERGY RESEARCH, DEVELOPMENT AND DEMONSTRATION",05,COOPERATIVE AGREEMENT (B),"NUCLEAR ENERGY UNIVERSITY PROGRAMS - NUCLEAR ENERGY UNIVERSITY PROGRAMS CONSOLIDATED INNOVATIVE NUCLEAR 
RESEARCH - UNIVERSITY OF CALIFORNIA SAN DIEGO",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DENE0008951_8900/,2020-10-13 18:47:52.387978+00
8900_DEAR0000609_-NONE-_81.135_0011,ASST_NON_DEAR0000609_8900,DEAR0000609,0011,,SAI EXEMPT,0.00,3819406.82,0.00,1077380.04,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-30,2020,2020-09-30,2020-12-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,787945331,"TOUR ENGINE, INC",,,USA,UNITED STATES,9889 HIBERT STREET,SUITE E,66000,SAN DIEGO,073,SAN DIEGO,CA,CALIFORNIA,92131,1062,53,,,,CITY-WIDE,USA,UNITED STATES,CA66000,SAN DIEGO,073,SAN DIEGO,CALIFORNIA,CITY-WIDE,53,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"TOUR ENGINE, INC. - “HIGH EFFICIENCY SPLIT-CYCLE ENGINE FOR RESIDENTIAL GENERATORS”
THE PURPOSE OF THIS AMENDMENT IS TO REVISE THE POP FROM “NOVEMBER 24, 2015 THROUGH SEPTEMBER 30, 2020” TO “NOVEMBER 24, 2015 THROUGH DECEMBER 31, 2020”.",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000609_8900/,2020-10-02 14:53:30.369858+00
8900_DEAR0000848_-NONE-_81.135_0005,ASST_NON_DEAR0000848_8900,DEAR0000848,0005,,,6000000.00,10476750.00,0.00,240623.07,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-30,2020,2017-09-01,2022-09-29,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,094878394,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",071549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,OFFICE OF RESEARCH,3227 CHEADLE HALL,69070,SANTA BARBARA,083,SANTA BARBARA,CA,CALIFORNIA,93106,2050,24,,,,MULTI-STATE,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,05,COOPERATIVE AGREEMENT (B),"UC SANTA BARBARA: CONTROL NUMBER: 1566-1519 MOD 5- FUNDS INCREASE, ATTACHMENTS 1,2,3,4,5 REVISION, POP EXTENSION

TITLE: ''INTELLIGENT REDUCTION OF ENERGY THROUGH PHOTONIC INTEGRATION FOR DATACENTERS (INTREPID)''",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000848_8900/,2020-10-22 19:17:03.369607+00
8900_DESC0015190_-NONE-_81.049_0005,ASST_NON_DESC0015190_8900,DESC0015190,0005,,,-919.82,1149072.18,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-30,2020,2016-02-22,2019-07-09,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0011: SMALL BUSINESS INNOVATION RESEARCH,080921977,"INTELLISENSE SYSTEMS, INC.",,,USA,UNITED STATES,20600 GRAMERCY PL,,80000,TORRANCE,037,LOS ANGELES,CA,CALIFORNIA,90501,,43,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA80000,TORRANCE,037,LOS ANGELES,CALIFORNIA,90501,43,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,05,COOPERATIVE AGREEMENT (B),"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE FUNDS FOR CLOSEOUT IN THE AMOUNT OF $919.82.
DE-SC0015190",NON,NOT RECOVERY ACT,R,SMALL BUSINESS,,,D,ADJUSTMENT TO COMPLETED PROJECT,2,NON-AGGREGATE RECORD,FRANK  WILLIS,752996.00,CHRISTIAN  VEERIS,398750.00,DAVID  MILLER,355696.00,BHAVYANK  RAJANI,364250.00,MIN-YI  SHIH,347766.00,https://www.usaspending.gov/award/ASST_NON_DESC0015190_8900/,2020-10-02 14:53:30.369858+00
8900_DESC0021113_-NONE-_81.049_-NONE-,ASST_NON_DESC0021113_8900,DESC0021113,,,SAI EXEMPT,327642.00,1196007.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-29,2020,2020-09-01,2021-08-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0006: FUSION ENERGY SCIENCES,067638957,GENERAL ATOMICS,859181984,GENERAL ATOMIC TECHNOLOGIES CORPORATION,USA,UNITED STATES,P.O BOX 85608,,66000,SAN DIEGO,073,SAN DIEGO,CA,CALIFORNIA,92186,5608,49,,,,CITY-WIDE,USA,UNITED STATES,CA66000,SAN DIEGO,073,SAN DIEGO,CALIFORNIA,CITY-WIDE,49,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),PREDICT-FIRST MODELING AND EXPERIMENTAL DEMONSTRATION OF A FULLY NONINDUCTIVE SCENARIO IN NSTX-U,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,R. S FORNEY,1529963.00,J.  QUINTENZ,732641.00,J. N BLUE,614185.00,R F KHAN,547279.00,M  PERRY,817083.00,https://www.usaspending.gov/award/ASST_NON_DESC0021113_8900/,2020-10-02 14:53:30.369858+00
8900_DEFE0031945_-NONE-_81.089_-NONE-,ASST_NON_DEFE0031945_8900,DEFE0031945,,,SAI EXEMPT,3329607.00,3329607.00,1032411.00,3097233.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-29,2020,2020-10-01,2021-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0002: CARBON CAPTURE,062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",USA,UNITED STATES,3420 HILLVIEW AVENUE,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1338,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,94304-1338,18,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"NEW AWARD TO: ELECTRIC POWER RESEARCH INSTITUTE, INC.
AWARD NUMBER: DE-FE0031945
PROJECT TITLED: ENGINEERING-SCALE TEST OF A WATER-LEAN SOLVENT FOR POST-COMBUSTION",NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031945_8900/,2020-10-02 14:53:30.369858+00
8900_DESC0021416_-NONE-_81.049_-NONE-,ASST_NON_DESC0021416_8900,DESC0021416,,,SAI EXEMPT,10000.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-28,2020,2020-09-15,2021-09-14,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892430,SC CHICAGO SERVICE CENTER,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892401,SCIENCE,089-X-0222-000,089-0222,"41.0: Grants, subsidies, and contributions",0001: BASIC ENERGY SCIENCES,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,072933393,UNIVERSITY OF SOUTHERN CALIFORNIA,USA,UNITED STATES,3720 S FLOWER ST FL 3,,44000,LOS ANGELES,037,LOS ANGELES,CA,CALIFORNIA,90089,4318,37,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA44000,LOS ANGELES,037,LOS ANGELES,CALIFORNIA,90089-3101,37,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,04,PROJECT GRANT (B),DOE SUPPORT FOR THE NORTH AMERICAN MEETING OF THE INTERNATIONAL SOCIETY FOR MICROBIAL ELECTROCHEMISTRY AND TECHNOLOGY,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DESC0021416_8900/,2020-10-02 14:53:30.369858+00
8900_DEFE0031959_-NONE-_81.089_-NONE-,ASST_NON_DEFE0031959_8900,DEFE0031959,,,SAI EXEMPT,2500000.00,2500000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-28,2020,2020-10-01,2021-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0002: CARBON CAPTURE,790378186,"ELECTRICORE, INC.",,,USA,UNITED STATES,26893 BOUQUET CANYON ROAD,#C-260,69088,SANTA CLARITA,037,LOS ANGELES,CA,CALIFORNIA,91350,3500,25,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA55254,PALM SPRINGS,065,RIVERSIDE,CALIFORNIA,92262-7003,36,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),DE-FE0031959 TITLED DIRECT AIR CAPTURE USING NOVEL STRUCTURED ADSORBENTS ELECTRICORE INC.,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031959_8900/,2020-10-02 14:53:30.369858+00
8900_DEAR0000542_-NONE-_81.135_0003,ASST_NON_DEAR0000542_8900,DEAR0000542,0003,,,-55400.63,2434741.37,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-30,2020,2015-05-13,2018-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897030,ADVANCED RSRCH PROJ AGENCY ARPA-E,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,897002,ADVANCED RSRCH PROJ AGENCY ARPA-E,089-X-0337-000,089-0337,25.5: Research and development contracts,0001: ARPA-E PROJECTS,112219014,PALO ALTO RESEARCH CENTER INCORPORATED,117052210,XEROX HOLDINGS CORPORATION,USA,UNITED STATES,3333 COYOTE HILL RD,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1314,18,,,,CITY-WIDE,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,CITY-WIDE,18,,81.135,ADVANCED RESEARCH PROJECTS AGENCY - ENERGY,04,PROJECT GRANT (B),SPHINCS,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,D,ADJUSTMENT TO COMPLETED PROJECT,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEAR0000542_8900/,2020-10-02 14:53:30.369858+00
8900_DEFE0031676_-NONE-_81.089_0004,ASST_NON_DEFE0031676_8900,DEFE0031676,0004,,SAI EXEMPT,0.00,750000.00,0.00,191206.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-30,2020,2018-10-01,2021-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0005: CROSS-CUTTING RESEARCH,117001520,"MONTROSE WATER AND SUSTAINABILITY SERVICES, INC.",068484664,,USA,UNITED STATES,1 PARK PLZ STE 1000,,36770,IRVINE,059,ORANGE,CA,CALIFORNIA,92614,8507,45,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA36770,IRVINE,059,ORANGE,CALIFORNIA,92614-8507,45,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"DE-FE0031676 TITLED ''FLUE-GAS DESULFURIZATION EFFLUENT MANAGEMENT USING AN INNOVATIVE LOW-ENERGY BIOSORPTION TREATMENT SYSTEM TO REMOVE KEY CONTAMINANTS'', AMENDMENT 0004.  THE PURPOSES OF THIS AMENDMENT ARE 1) TO EXTEND THE PERIOD OF PERFORMANCE OF BUDGET PERIOD 1/OVERALL PROJECT PERIOD, ALL AT NO ADDITIONAL COST TO THE GOVERNMENT; 2) TO CHANGE THE RECIPIENT PRINCIPAL INVESTIGATOR/BUSINESS OFFICER UNDER THE AWARD; 3) TO REVISE THE TERMS AND CONDITIONS OF THE AWARD TO ACCURATELY REFLECT ALL OF THE REVISIONS BEING MADE UNDER THIS AMENDMENT; 4) TO REVISE THE STATEMENT OF PROJECT OBJECTIVES OF THE AWARD; AND 5) TO CAPTURE A REVISION TO THE PARTICIPATING SUBAWARDEES UNDER THE AWARD.",NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,C,REVISION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031676_8900/,2020-10-02 14:53:30.369858+00
8900_DEEE0008448_-NONE-_81.086_0005,ASST_NON_DEEE0008448_8900,DEEE0008448,0005,,SAI EXEMPT,0.00,2601500.00,0.00,3201500.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-28,2020,2020-08-01,2021-07-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,25.5: Research and development contracts,0001: VEHICLE TECHNOLOGIES,062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",062511126,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",USA,UNITED STATES,3420 HILLVIEW AVENUE,,55282,PALO ALTO,085,SANTA CLARA,CA,CALIFORNIA,94304,1338,18,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA55282,PALO ALTO,085,SANTA CLARA,CALIFORNIA,94304-1338,18,,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"DE-EE0008448/0005 ELECTRIC POWER RESEARCH INSTITUTE 
PROJECT TITLE: DIRECT CURRENT CONVERSION EQUIPMENT CONNECTED TO THE MEDIUM VOLTAGE GRID FOR EXTREME FAST CHARGING UTILIZING A MODULAR AND INTEROPERABLE ARCHITECTURE.
THE PURPOSE OF THIS AMENDMENT IS TO AUTHORIZE CONTINUATION INTO BUDGET PERIOD 2 AND UPDATE THE PERIOD OF PERFORMANCE IN ACCORDANCE WITH THE CONTINUATION APPLICATION, AND TO DELETE AND REPLACE THE FOREIGN NATIONAL ACCESS UNDER DOE ORDER 142.3A, “UNCLASSIFIED FOREIGN VISITS AND ASSIGNMENTS PROGRAM” TERM OF THE SPECIAL TERMS AND CONDITIONS OF THIS AWARD.",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0008448_8900/,2020-10-02 14:53:30.369858+00
8900_DENE0008938_-NONE-_81.121_-NONE-,ASST_NON_DENE0008938_8900,DENE0008938,,,SAI NOT KNOWN,640000.00,640000.00,0.00,0.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-28,2020,2020-10-01,2023-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892432,IDAHO OPERATIONS OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892400,NUCLEAR ENERGY,089-X-0319-000,089-0319,"41.0: Grants, subsidies, and contributions",0041: FUEL CYCLE R&D,194044335,"CALIFORNIA STATE UNIVERSITY, EAST BAY FOUNDATION, INC.",,,USA,UNITED STATES,25800 CARLOS BEE BLVD,SF 302,33000,HAYWARD,001,ALAMEDA,CA,CALIFORNIA,94542,1602,15,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA33000,HAYWARD,001,ALAMEDA,CALIFORNIA,94542-3000,15,,81.121,"NUCLEAR ENERGY RESEARCH, DEVELOPMENT AND DEMONSTRATION",05,COOPERATIVE AGREEMENT (B),"NUCLEAR ENERGY UNIVERSITY PROGRAMS - NUCLEAR ENERGY UNIVERSITY PROGRAMS CONSOLIDATED INNOVATIVE NUCLEAR RESEARCH - CALIFORNIA STATE UNIVERSITY, EAST BAY FOUNDATION INC.",NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DENE0008938_8900/,2020-10-02 14:53:30.369858+00
8900_DEEE0009251_-NONE-_81.087_-NONE-,ASST_NON_DEEE0009251_8900,DEEE0009251,,,SAI EXEMPT,7094208.00,7094208.00,7997000.00,7997000.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-28,2020,2020-10-01,2021-09-30,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892434,GOLDEN FIELD OFFICE,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892403,ENERGY EFFICIENCYRENEWABLE ENERGY,089-X-0321-000,089-0321,"41.0: Grants, subsidies, and contributions",0003: HYDROGEN & FUEL CELL TECHNOLOGIES,117661651,"HORNBLOWER ENERGY, LLC",,,USA,UNITED STATES,PIER 3 THE EMBARCADERO,,67000,SAN FRANCISCO,075,SAN FRANCISCO,CA,CALIFORNIA,94111,2002,12,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA67000,SAN FRANCISCO,075,SAN FRANCISCO,CALIFORNIA,94133-5200,12,,81.087,RENEWABLE ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),MARINE HYDROGEN DEMONSTRATION,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,CORRECT AN EXISTING RECORD,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEEE0009251_8900/,2020-10-13 18:47:52.387978+00
8900_DEFE0031942_-NONE-_81.089_-NONE-,ASST_NON_DEFE0031942_8900,DEFE0031942,,,SAI EXEMPT,1500000.00,1500000.00,430524.00,430524.00,0.00,0.00,0.00,0.00,Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,,2020-09-29,2020,2020-10-01,2022-03-31,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,089,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,892404,FOSSIL ENERGY,089-X-0213-000,089-0213,25.5: Research and development contracts,0002: CARBON CAPTURE,790378186,"ELECTRICORE, INC.",,,USA,UNITED STATES,26893 BOUQUET CANYON ROAD,#C-260,69088,SANTA CLARITA,037,LOS ANGELES,CA,CALIFORNIA,91350,3500,25,,,,SINGLE ZIP CODE,USA,UNITED STATES,CA81596,VALENCIA,037,LOS ANGELES,CALIFORNIA,91355-4036,25,,81.089,FOSSIL ENERGY RESEARCH AND DEVELOPMENT,05,COOPERATIVE AGREEMENT (B),"DE-FE0031942
NEW AWARD TO ELECTRICORE
PROJECT TITLED: LH CO2MENT COLORADO PROJECT",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,A,NEW,2,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DEFE0031942_8900/,2020-10-02 14:53:30.369858+00
